Learning Area,Element,Sub-element,Progression level,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Numeracy,Measurement and geometry,Measuring time,4,Relating units of time,NUM-MG2-MT2-L4-I05,5,constructs timelines using a time scale (e.g. chronologically sequences the history of the school),constructs timelines using a time scale ,e.g. chronologically sequences the history of the school),,,,,Yes,,,,,,
Numeracy,Measurement and geometry,Measuring time,5,Converting between units of time,NUM-MG2-MT2-L5-I01,1,"interprets and converts between -hour and -hour digital time, and analog and digital representations of time to solve duration problems","interprets and converts between -hour and -hour digital time, and analog and digital representations of time to solve duration problems",,,,,,,Yes,Yes,Yes,Yes,,
Numeracy,Measurement and geometry,Measuring time,5,Converting between units of time,NUM-MG2-MT2-L5-I02,2,"converts between units of time, using appropriate conversion rates, to solve problems involving time (e.g. uses that there are seconds in a minute to calculate the percentage improvement a m runner made to their personal best time)","converts between units of time, using appropriate conversion rates, to solve problems involving time ",e.g. uses that there are seconds in a minute to calculate the percentage improvement a m runner made to their personal best time),,,,,,Yes,Yes,Yes,Yes,,
Numeracy,Measurement and geometry,Measuring time,5,Converting between units of time,NUM-MG2-MT2-L5-I03,3,"uses rates involving time to solve problems (e.g. ""travelling at km/h, how far will I travel in minutes?""; adjusts cooking or baking times based on weight or the size of the container)",uses rates involving time to solve problems ,"e.g. ""travelling at km/h, how far will I travel in minutes?""; adjusts cooking or baking times based on weight or the size of the container)",,,,,,Yes,Yes,Yes,Yes,,
Numeracy,Measurement and geometry,Measuring time,6,Measuring time with large and small timescales,NUM-MG2-MT2-L6-I01,1,"uses appropriate metric prefixes to measure both large and small durations of time (e.g. millennia, nanoseconds)",uses appropriate metric prefixes to measure both large and small durations of time ,"e.g. millennia, nanoseconds)",,,,,,,Yes,Yes,Yes,Yes,
Numeracy,Measurement and geometry,Measuring time,6,Measuring time with large and small timescales,NUM-MG2-MT2-L6-I02,2,constructs timelines using an appropriate scale (e.g. chronologically sequences historical events),constructs timelines using an appropriate scale ,e.g. chronologically sequences historical events),,,,,,,Yes,Yes,Yes,Yes,
Numeracy,Measurement and geometry,Measuring time,7,Measuring how things change over time,NUM-MG2-MT2-L7-I01,1,"investigates, describes and interprets data collected over time (e.g. uses a travel graph to describe a journey; interprets data collected over a period of time using a graphical representation and makes a prediction for the future behaviour of the data)","investigates, describes and interprets data collected over time ",e.g. uses a travel graph to describe a journey; interprets data collected over a period of time using a graphical representation and makes a prediction for the future behaviour of the data),,,,,,,,,,,Yes
Numeracy,Statistics and probability,Understanding chance,1,Describing chance,NUM-SP2-UC2-L1-I01,1,"describes everyday occurrences that involve chance (e.g. chance of it raining tomorrow, choosing a name from a hat, making it to the grand final)",describes everyday occurrences that involve chance ,"e.g. chance of it raining tomorrow, choosing a name from a hat, making it to the grand final)",,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,1,Describing chance,NUM-SP2-UC2-L1-I02,2,"makes predictions on the likelihood of simple, everyday occurrences as to it will or won’t, might or might not happen, based on experiences (e.g. “the plant will die if we don’t water it”,  “next year I will be … years old”; “my tower might not fall down if I add one more brick but it won’t reach the roof”, “we might see a pelican at the lake”)","makes predictions on the likelihood of simple, everyday occurrences as to it will or won’t, might or might not happen, based on experiences ","e.g. “the plant will die if we don’t water it”,  “next year I will be … years old”; “my tower might not fall down if I add one more brick but it won’t reach the roof”, “we might see a pelican at the lake”)",,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,2,Comparing chance,NUM-SP2-UC2-L2-I01,1,"describes and orders the likelihood of events in non-quantitative terms such as certain, likely, highly likely, unlikely, impossible (e.g. “if there are more blue than red marbles in a bag, blue is more likely to be selected”; “I am certain that I won’t win the competition because I didn’t enter”) ","describes and orders the likelihood of events in non-quantitative terms such as certain, likely, highly likely, unlikely, impossible ","e.g. “if there are more blue than red marbles in a bag, blue is more likely to be selected”; “I am certain that I won’t win the competition because I didn’t enter”) ",,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,2,Comparing chance,NUM-SP2-UC2-L2-I02,2,records outcomes of chance experiments in tables and charts,records outcomes of chance experiments in tables and charts,,,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,2,Comparing chance,NUM-SP2-UC2-L2-I03,3,demonstrates that outcomes of chance experiments may differ from expected results (e.g. “we will not get the same results every time we roll a dice”),demonstrates that outcomes of chance experiments may differ from expected results ,e.g. “we will not get the same results every time we roll a dice”),,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,2,Comparing chance,NUM-SP2-UC2-L2-I04,4,"draws conclusions that recognise variation in results of chance experiments (e.g. “you rolled a lot of sixes this game, I hope I get more sixes next time”) ",draws conclusions that recognise variation in results of chance experiments ,"e.g. “you rolled a lot of sixes this game, I hope I get more sixes next time”) ",,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,3,Fairness,NUM-SP2-UC2-L3-I01,1,identifies all possible outcomes of one-step experiments and records outcomes in tables and charts,identifies all possible outcomes of one-step experiments and records outcomes in tables and charts,,,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,3,Fairness,NUM-SP2-UC2-L3-I02,2,"explains why outcomes of chance experiments may differ from expected results (e.g. “just because there are 6 numbers on a dice doesn’t mean you are going to roll a 6 every 6 rolls, you may not roll a 6 in the entire game”) ",explains why outcomes of chance experiments may differ from expected results ,"e.g. “just because there are 6 numbers on a dice doesn’t mean you are going to roll a 6 every 6 rolls, you may not roll a 6 in the entire game”) ",,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,3,Fairness,NUM-SP2-UC2-L3-I03,3,"explains the difference between the notion of equal likelihood of possible outcomes and those that are not equally likely (e.g. explains the use of phrases such as fifty-fifty when there are 2 outcomes and when 2 events occurring are equally likely, as opposed to head and tail are more likely than 2 heads or 2 tails)",explains the difference between the notion of equal likelihood of possible outcomes and those that are not equally likely ,"e.g. explains the use of phrases such as fifty-fifty when there are 2 outcomes and when 2 events occurring are equally likely, as opposed to head and tail are more likely than 2 heads or 2 tails)",,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,3,Fairness,NUM-SP2-UC2-L3-I04,4,identifies unfair elements in games that affect the chances of winning (e.g. having an unequal number of turns; weighted dice),identifies unfair elements in games that affect the chances of winning ,e.g. having an unequal number of turns; weighted dice),,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,3,Fairness,NUM-SP2-UC2-L3-I05,5,"explains that the outcomes of chance events are either “certain to happen”, “certain not to happen” or lie somewhere in between and knows that impossible events are events that are “certain not to happen”","explains that the outcomes of chance events are either “certain to happen”, “certain not to happen” or lie somewhere in between and knows that impossible events are events that are “certain not to happen”",,,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,3,Fairness,NUM-SP2-UC2-L3-I06,6,"identifies events where the chance of one event occurring will not affect the occurrence of the other (e.g. if a coin is tossed and heads have come up 7 times in a row, it is still equally likely that the next toss will be either a head or a tail)",identifies events where the chance of one event occurring will not affect the occurrence of the other ,"e.g. if a coin is tossed and heads have come up 7 times in a row, it is still equally likely that the next toss will be either a head or a tail)",,,,Yes,Yes,Yes,,,,,
Numeracy,Statistics and probability,Understanding chance,4,Probabilities,NUM-SP2-UC2-L4-I01,1,expresses the theoretical probability of an event as the number of ways an event can happen out of the total number of possibilities,expresses the theoretical probability of an event as the number of ways an event can happen out of the total number of possibilities,,,,,,,,Yes,,,,
Numeracy,Statistics and probability,Understanding chance,4,Probabilities,NUM-SP2-UC2-L4-I02,2,identifies a range of chance events that have a probability from 0 – 1 (e.g. you have zero probability of rolling a 7 with one roll of a standard 6-sided dice; the probability that tomorrow is Wednesday given today is Tuesday is 1),identifies a range of chance events that have a probability from 0 – 1 ,e.g. you have zero probability of rolling a 7 with one roll of a standard 6-sided dice; the probability that tomorrow is Wednesday given today is Tuesday is 1),,,,,,,Yes,,,,
Numeracy,Statistics and probability,Understanding chance,4,Probabilities,NUM-SP2-UC2-L4-I03,3,describes probabilities as fractions of one (e.g. the probability of an even number when rolling a dice is 3/6 ),describes probabilities as fractions of one ,e.g. the probability of an even number when rolling a dice is 3/6 ),,,,,,,Yes,,,,
Numeracy,Statistics and probability,Understanding chance,4,Probabilities,NUM-SP2-UC2-L4-I04,4,"expresses probabilities as fractions, decimals, percentages and ratios recognising that all probabilities lie on a measurement scale of zero to one (e.g. uses numerical representations such as 75% chance of rain or 4 out 5 people liked the story; explains why you can’t have a probability less than zero)","expresses probabilities as fractions, decimals, percentages and ratios recognising that all probabilities lie on a measurement scale of zero to one ",e.g. uses numerical representations such as 75% chance of rain or 4 out 5 people liked the story; explains why you can’t have a probability less than zero),,,,,,,Yes,,,,
Numeracy,Statistics and probability,Understanding chance,5,Calculating probabilities,NUM-SP2-UC2-L5-I01,1,determines the probability of compound events and explains why some results have a higher probability than others (e.g. the results from tossing 2 coins),determines the probability of compound events and explains why some results have a higher probability than others ,e.g. the results from tossing 2 coins),,,,,,,,Yes,,,
Numeracy,Statistics and probability,Understanding chance,5,Calculating probabilities,NUM-SP2-UC2-L5-I02,2,"represents diagrammatically all possible outcomes (e.g. tree diagrams, two-way tables, Venn diagrams) ",represents diagrammatically all possible outcomes ,"e.g. tree diagrams, two-way tables, Venn diagrams) ",,,,,,,,Yes,,,
Numeracy,Statistics and probability,Understanding chance,5,Calculating probabilities,NUM-SP2-UC2-L5-I03,3,"measures and compares expected results to the actual results of a chance event over a number of trials, and compares and explains the variation in results (e.g. uses probability to determine expected results of a spinner prior to trial) ","measures and compares expected results to the actual results of a chance event over a number of trials, and compares and explains the variation in results ",e.g. uses probability to determine expected results of a spinner prior to trial) ,,,,,,,,Yes,,,
Numeracy,Statistics and probability,Understanding chance,5,Calculating probabilities,NUM-SP2-UC2-L5-I04,4,recognises that the chance of something occurring or its complement has a total probability of one (e.g. the probability of rolling a 3 is 1/6 and the probability of not rolling a 3 is 5/6 ),recognises that the chance of something occurring or its complement has a total probability of one ,e.g. the probability of rolling a 3 is 1/6 and the probability of not rolling a 3 is 5/6 ),,,,,,,,Yes,,,
Numeracy,Statistics and probability,Understanding chance,5,Calculating probabilities,NUM-SP2-UC2-L5-I05,5,"calculates and explains the difference between the probabilities of chance events with and without replacement (e.g. “if we put all of the class names in a hat and draw them out one at a time without putting the name back in, the probability of your name getting called out increases each time because the total number of possible outcomes decreases”)",calculates and explains the difference between the probabilities of chance events with and without replacement ,"e.g. “if we put all of the class names in a hat and draw them out one at a time without putting the name back in, the probability of your name getting called out increases each time because the total number of possible outcomes decreases”)",,,,,,,,Yes,,,
Numeracy,Statistics and probability,Understanding chance,5,Calculating probabilities,NUM-SP2-UC2-L5-I06,6,calculates the probabilities of future events based on historical data (e.g. uses historical rainfall data to plan the date for an outdoor event),calculates the probabilities of future events based on historical data ,e.g. uses historical rainfall data to plan the date for an outdoor event),,,,,,,,Yes,,,
Numeracy,Statistics and probability,Understanding chance,6,Probabilistic reasoning,NUM-SP2-UC2-L6-I01,1,"recognises combinations of events and the impact they have on assigning probabilities (e.g. and, or, not, if not, at least) ",recognises combinations of events and the impact they have on assigning probabilities ,"e.g. and, or, not, if not, at least) ",,,,,,,,,Yes,Yes,Yes
Numeracy,Statistics and probability,Understanding chance,6,Probabilistic reasoning,NUM-SP2-UC2-L6-I02,2,solves conditional probability problems informally using data in two-way tables and authentic contexts ,solves conditional probability problems informally using data in two-way tables and authentic contexts ,,,,,,,,,,Yes,Yes,Yes
Numeracy,Statistics and probability,Understanding chance,6,Probabilistic reasoning,NUM-SP2-UC2-L6-I03,3,evaluates chance data reported in media for meaning and accuracy ,evaluates chance data reported in media for meaning and accuracy ,,,,,,,,,,Yes,Yes,Yes
Numeracy,Statistics and probability,Understanding chance,6,Probabilistic reasoning,NUM-SP2-UC2-L6-I04,4,applies probabilistic/chance reasoning to data collected in statistical investigations when making decisions acknowledging uncertainty,applies probabilistic/chance reasoning to data collected in statistical investigations when making decisions acknowledging uncertainty,,,,,,,,,,Yes,Yes,Yes
Numeracy,Statistics and probability,Interpreting and representing data,1,Emergent data collection and representation,NUM-SP2-IRD-L1-I01,1,poses and answers simple questions and collects responses (e.g. collects data from a simple yes/no question by getting respondents to form a line depending upon their answer),poses and answers simple questions and collects responses ,e.g. collects data from a simple yes/no question by getting respondents to form a line depending upon their answer),Yes,,,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,1,Emergent data collection and representation,NUM-SP2-IRD-L1-I02,2,"displays information using real objects, drawings or photographs (e.g. collects leaves from outside the classroom and displays them in order of size)","displays information using real objects, drawings or photographs ",e.g. collects leaves from outside the classroom and displays them in order of size),Yes,,,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,1,Emergent data collection and representation,NUM-SP2-IRD-L1-I03,3,sorts and classifies shapes and objects into groups based on their features or characteristics and describes how they have been sorted (e.g. sorts objects by colour),sorts and classifies shapes and objects into groups based on their features or characteristics and describes how they have been sorted ,e.g. sorts objects by colour),Yes,,,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,1,Emergent data collection and representation,NUM-SP2-IRD-L1-I04,4,"identifies things that vary or stay the same in everyday life (e.g. “it is always dark at night”; “although jellybeans are the same size, they can be different colours”)",identifies things that vary or stay the same in everyday life ,"e.g. “it is always dark at night”; “although jellybeans are the same size, they can be different colours”)",Yes,,,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,2,Basic one-to-one data displays,NUM-SP2-IRD-L2-I01,1,"poses questions that could be investigated from a simple numerical or categorical data set (e.g. number of family members, types of pets, where people live)",poses questions that could be investigated from a simple numerical or categorical data set ,"e.g. number of family members, types of pets, where people live)",,Yes,,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,2,Basic one-to-one data displays,NUM-SP2-IRD-L2-I02,2,displays and describes one-variable data in lists or tables,displays and describes one-variable data in lists or tables,,,Yes,,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,2,Basic one-to-one data displays,NUM-SP2-IRD-L2-I03,3,"communicates information through text, picture graphs and tables, using numbers and symbols (e.g. creates picture graphs to display one-variable data)","communicates information through text, picture graphs and tables, using numbers and symbols ",e.g. creates picture graphs to display one-variable data),,Yes,,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,2,Basic one-to-one data displays,NUM-SP2-IRD-L2-I04,4,responds to questions and interprets general observations made about data represented in simple one-to-one data displays (e.g. responds to questions about the information represented in a simple picture graph that uses a one-to-one representation),responds to questions and interprets general observations made about data represented in simple one-to-one data displays ,e.g. responds to questions about the information represented in a simple picture graph that uses a one-to-one representation),,Yes,,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,3,"Collecting, displaying and interpreting categorical data",NUM-SP2-IRD-L3-I01,1,designs simple survey questions to collect categorical data (e.g. creates a suite of survey questions to plan the end of year class party),designs simple survey questions to collect categorical data ,e.g. creates a suite of survey questions to plan the end of year class party),,,Yes,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,3,"Collecting, displaying and interpreting categorical data",NUM-SP2-IRD-L3-I02,2,"collects, records and displays one-variable data in variety of way such as tables, charts, plots and graphs using the appropriate digital tools (e.g. uses a spreadsheet to record data collected in a class survey and generates a column graph to display the results)","collects, records and displays one-variable data in variety of way such as tables, charts, plots and graphs using the appropriate digital tools ",e.g. uses a spreadsheet to record data collected in a class survey and generates a column graph to display the results),,,Yes,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,3,"Collecting, displaying and interpreting categorical data",NUM-SP2-IRD-L3-I03,3,displays and interprets categorical data in one-to-many data displays ,displays and interprets categorical data in one-to-many data displays ,,,,Yes,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,3,"Collecting, displaying and interpreting categorical data",NUM-SP2-IRD-L3-I04,4,"interprets and represents categorical data in simple displays such as bar and column graphs, pie charts, models, maps, colour wheels, pictorial timelines, and makes simple inferences from such displays ","interprets and represents categorical data in simple displays such as bar and column graphs, pie charts, models, maps, colour wheels, pictorial timelines, and makes simple inferences from such displays ",,,,Yes,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,3,"Collecting, displaying and interpreting categorical data",NUM-SP2-IRD-L3-I05,5,makes comparisons from categorical data displays using relative heights from a common baseline (e.g. compares the heights of the columns in a simple column graph to determine the tallest and recognises this as the most frequent response),makes comparisons from categorical data displays using relative heights from a common baseline ,e.g. compares the heights of the columns in a simple column graph to determine the tallest and recognises this as the most frequent response),,,Yes,,,,,,,,
Numeracy,Statistics and probability,Interpreting and representing data,4,"Collecting, displaying and interpreting numerical data",NUM-SP2-IRD-L4-I01,1,collects and records discrete numerical data using an appropriate method for recording (e.g. uses a frequency table to record the experimental results for rolling a dice; records sample measurements taken during a science investigation),collects and records discrete numerical data using an appropriate method for recording ,e.g. uses a frequency table to record the experimental results for rolling a dice; records sample measurements taken during a science investigation),,,,Yes,Yes,Yes,Yes,,,,
Numeracy,Statistics and probability,Interpreting and representing data,4,"Collecting, displaying and interpreting numerical data",NUM-SP2-IRD-L4-I02,2,"constructs graphical representations of numerical data and explains the difference between continuous and discrete data (e.g. explains that measurements such as length, mass and temperature are continuous data whereas a count such as the number of people in a queue is discrete)",constructs graphical representations of numerical data and explains the difference between continuous and discrete data ,"e.g. explains that measurements such as length, mass and temperature are continuous data whereas a count such as the number of people in a queue is discrete)",,,,Yes,Yes,Yes,Yes,,,,
Numeracy,Statistics and probability,Interpreting and representing data,4,"Collecting, displaying and interpreting numerical data",NUM-SP2-IRD-L4-I03,3,explains how data displays can be misleading (e.g. whether a scale should start at zero; not using uniform intervals on the axes),explains how data displays can be misleading ,e.g. whether a scale should start at zero; not using uniform intervals on the axes),,,,Yes,Yes,Yes,Yes,,,,
Numeracy,Statistics and probability,Interpreting and representing data,4,"Collecting, displaying and interpreting numerical data",NUM-SP2-IRD-L4-I04,4,"interprets visual representations of data displayed using a multi-unit scale, reading values between the marked units and describing any variation and trends in the data","interprets visual representations of data displayed using a multi-unit scale, reading values between the marked units and describing any variation and trends in the data",,,,,Yes,Yes,Yes,Yes,,,,
Numeracy,Statistics and probability,Interpreting and representing data,5,"Collecting, displaying, interpreting and analysing numerical data",NUM-SP2-IRD-L5-I01,1,"poses questions based on variations in continuous numerical data and chooses the appropriate method to collect and record data (e.g. collects information on the heights of buildings or daily temperatures, tabulates the results and represents these graphically; uses a survey to collect primary data or secondary data extracted from census data)",poses questions based on variations in continuous numerical data and chooses the appropriate method to collect and record data ,"e.g. collects information on the heights of buildings or daily temperatures, tabulates the results and represents these graphically; uses a survey to collect primary data or secondary data extracted from census data)",,,,,Yes,Yes,Yes,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,5,"Collecting, displaying, interpreting and analysing numerical data",NUM-SP2-IRD-L5-I02,2,"uses numerical and graphical representations relevant to the purpose of the collection of the data and explains their reasoning (e.g. “I can’t use a frequency histogram for categorical data because there is no numerical connection between the categories”; converts their data to percentages in order to compare the girls’ results to those of the boys, as the total number of boys and girls who participated in the survey was different)",uses numerical and graphical representations relevant to the purpose of the collection of the data and explains their reasoning ,"e.g. “I can’t use a frequency histogram for categorical data because there is no numerical connection between the categories”; converts their data to percentages in order to compare the girls’ results to those of the boys, as the total number of boys and girls who participated in the survey was different)",,,,,Yes,Yes,Yes,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,5,"Collecting, displaying, interpreting and analysing numerical data",NUM-SP2-IRD-L5-I03,3,"determines and calculates the most appropriate statistic to describe the spread of data (e.g. when creating an infographic, uses the mean of the data to describe household income and the median of the data for house prices)",determines and calculates the most appropriate statistic to describe the spread of data ,"e.g. when creating an infographic, uses the mean of the data to describe household income and the median of the data for house prices)",,,,,Yes,Yes,Yes,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,5,"Collecting, displaying, interpreting and analysing numerical data",NUM-SP2-IRD-L5-I04,4,"calculates simple descriptive statistics such as mode, mean or median as measures to represent typical values of a distribution (e.g. describes the mean kilojoule intake and median hours of exercise of a sample population when investigating community health and wellbeing; describes central tendency when analysing road safety statistics)","calculates simple descriptive statistics such as mode, mean or median as measures to represent typical values of a distribution ",e.g. describes the mean kilojoule intake and median hours of exercise of a sample population when investigating community health and wellbeing; describes central tendency when analysing road safety statistics),,,,,Yes,Yes,Yes,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,5,"Collecting, displaying, interpreting and analysing numerical data",NUM-SP2-IRD-L5-I05,5,"compares the usefulness of different representations of the same data (e.g. chooses to use a line graph to illustrate trends, a bar graph to compare the living standards of different economies or a histogram to show income distribution)",compares the usefulness of different representations of the same data ,"e.g. chooses to use a line graph to illustrate trends, a bar graph to compare the living standards of different economies or a histogram to show income distribution)",,,,,Yes,Yes,Yes,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,5,"Collecting, displaying, interpreting and analysing numerical data",NUM-SP2-IRD-L5-I06,6,"describes the spread of a data distribution in terms of the range, clusters, skewness and symmetry of the graphical display, and determines and makes connections to the mode, median and mean of the data","describes the spread of a data distribution in terms of the range, clusters, skewness and symmetry of the graphical display, and determines and makes connections to the mode, median and mean of the data",,,,,,Yes,Yes,Yes,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,6,Interpreting graphical representations,NUM-SP2-IRD-L6-I01,1,"uses features of graphical representations to make predictions (e.g. predicts audience numbers based on historical data; interprets a range of graphs to identify possible trends and make predictions such as economic growth, stock prices, interest rates, population growth)",uses features of graphical representations to make predictions ,"e.g. predicts audience numbers based on historical data; interprets a range of graphs to identify possible trends and make predictions such as economic growth, stock prices, interest rates, population growth)",,,,,,,,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,6,Interpreting graphical representations,NUM-SP2-IRD-L6-I02,2,"summarises data using fractions, percentages and decimals (e.g. of a class live in the same suburb; represents road safety and sun safety statistics as a percentage of the Australian population)","summarises data using fractions, percentages and decimals ",e.g. of a class live in the same suburb; represents road safety and sun safety statistics as a percentage of the Australian population),,,,,,,,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,6,Interpreting graphical representations,NUM-SP2-IRD-L6-I03,3,"explains that continuous variables depicting growth or change often vary over time (e.g. creates growth charts to illustrate impacts of financial decisions; describes patterns in inflation rates, employment rates, migration rates over time; represents changes to fitness levels following the implementation of a personal fitness plan; interprets temperature charts)",explains that continuous variables depicting growth or change often vary over time ,"e.g. creates growth charts to illustrate impacts of financial decisions; describes patterns in inflation rates, employment rates, migration rates over time; represents changes to fitness levels following the implementation of a personal fitness plan; interprets temperature charts)",,,,,,,,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,6,Interpreting graphical representations,NUM-SP2-IRD-L6-I04,4,interprets graphs depicting motion such as distance–time and velocity–time graphs ,interprets graphs depicting motion such as distance–time and velocity–time graphs ,,,,,,,,,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,6,Interpreting graphical representations,NUM-SP2-IRD-L6-I05,5,"interprets and describes patterns in graphical representations of data from real-life situations such as the motion of a rollercoaster, flight trajectory of a basketball shot and the spread of disease","interprets and describes patterns in graphical representations of data from real-life situations such as the motion of a rollercoaster, flight trajectory of a basketball shot and the spread of disease",,,,,,,,,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,6,Interpreting graphical representations,NUM-SP2-IRD-L6-I06,6,"investigates the association of 2 numerical variables through the representation and interpretation of bivariate data (e.g. uses scatter plots to represent bivariate data when investigating the relationship between 2 variables, such as income per capita, population density and life expectancy for different socio-economic groups) ",investigates the association of 2 numerical variables through the representation and interpretation of bivariate data ,"e.g. uses scatter plots to represent bivariate data when investigating the relationship between 2 variables, such as income per capita, population density and life expectancy for different socio-economic groups) ",,,,,,,,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,6,Interpreting graphical representations,NUM-SP2-IRD-L6-I07,7,"investigates, represents and interprets time series data (e.g. interrogates a time series graph showing the change in costs over time; uses a maximum daily temperature chart to determine the average temperature for the month)","investigates, represents and interprets time series data ",e.g. interrogates a time series graph showing the change in costs over time; uses a maximum daily temperature chart to determine the average temperature for the month),,,,,,,,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,6,Interpreting graphical representations,NUM-SP2-IRD-L6-I08,8,interprets the impact of changes to data (e.g. recognises the impact of outliers on a data set such as the income of a world-class professional athlete on the average income of players at the state/territory level; uses digital tools to enhance the quality of data in a science investigation),interprets the impact of changes to data ,e.g. recognises the impact of outliers on a data set such as the income of a world-class professional athlete on the average income of players at the state/territory level; uses digital tools to enhance the quality of data in a science investigation),,,,,,,,Yes,,,
Numeracy,Statistics and probability,Interpreting and representing data,7,Sampling,NUM-SP2-IRD-L7-I01,1,considers the context when determining whether to use data from a sample or a population,considers the context when determining whether to use data from a sample or a population,,,,,,,,,,Yes,,
Numeracy,Statistics and probability,Interpreting and representing data,7,Sampling,NUM-SP2-IRD-L7-I02,2,determines what type of sample to use from a population (e.g. decides to use a representative sample when conducting targeted market research or when researching beliefs about a health-related issue),determines what type of sample to use from a population ,e.g. decides to use a representative sample when conducting targeted market research or when researching beliefs about a health-related issue),,,,,,,,,Yes,,
Numeracy,Statistics and probability,Interpreting and representing data,7,Sampling,NUM-SP2-IRD-L7-I03,3,makes reasonable statements about a population based on evidence from samples (e.g. considers accuracy of representation of marginalised individuals or population groups),makes reasonable statements about a population based on evidence from samples ,e.g. considers accuracy of representation of marginalised individuals or population groups),,,,,,,,,Yes,,
Numeracy,Statistics and probability,Interpreting and representing data,7,Sampling,NUM-SP2-IRD-L7-I04,4,"plans, executes and reports on sampling-based investigations, taking into account validity of methodology and consistency of data, to answer questions formulated by the student ","plans, executes and reports on sampling-based investigations, taking into account validity of methodology and consistency of data, to answer questions formulated by the student ",,,,,,,,,,Yes,,
Numeracy,Statistics and probability,Interpreting and representing data,8,Recognising bias,NUM-SP2-IRD-L8-I01,1,applies an understanding of distributions to evaluate claims based on data (e.g.  recognises that the accuracy of using a sample for predicting population values depends on both the relative size of the sample and how well the characteristics of the sample reflect the characteristics of the population; critically analyses statistics that reinforce stereotypes; evaluates claims made by the media regarding young people in relation to drugs and/or risk-taking behaviours),applies an understanding of distributions to evaluate claims based on data ,e.g.  recognises that the accuracy of using a sample for predicting population values depends on both the relative size of the sample and how well the characteristics of the sample reflect the characteristics of the population; critically analyses statistics that reinforce stereotypes; evaluates claims made by the media regarding young people in relation to drugs and/or risk-taking behaviours),,,,,,,,,,Yes,Yes
Numeracy,Statistics and probability,Interpreting and representing data,8,Recognising bias,NUM-SP2-IRD-L8-I02,2,identifies and explains bias as a possible source of error in media reports of survey data (e.g. uses data to evaluate veracity of review headlines such as “everybody’s favourite game”; investigates media claims on attitudes to government responses to market failure or income redistribution),identifies and explains bias as a possible source of error in media reports of survey data ,e.g. uses data to evaluate veracity of review headlines such as “everybody’s favourite game”; investigates media claims on attitudes to government responses to market failure or income redistribution),,,,,,,,,,Yes,Yes
Numeracy,Statistics and probability,Interpreting and representing data,8,Recognising bias,NUM-SP2-IRD-L8-I03,3,justifies criticisms of data sources that include biased statistical elements (e.g. inappropriate sampling from populations; identifies sources of uncertainty in a scientific investigation; checks the authenticity of a data set),justifies criticisms of data sources that include biased statistical elements ,e.g. inappropriate sampling from populations; identifies sources of uncertainty in a scientific investigation; checks the authenticity of a data set),,,,,,,,,,Yes,Yes
